Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,label
2096.550595238095,14.044642857142856,0.321601443000714,0.22678688601122127,0.07652777957223127,0.051432291666666664,1
4588.369047619048,28.97023809523809,0.19007848879964334,0.13610988187237053,0.08523220848705843,0.018525899943310657,1
38.47321428571429,3.354166666666666,0.345799408433065,0.28035493124190863,-0.04806748116524812,0.0785988874716553,1
127.95535714285715,6.258928571428571,0.2972029202672238,0.2149666759493375,0.7684912003077415,0.046210671768707474,1
196.1488095238095,6.404761904761904,0.36653770762191684,0.2780389574287613,0.3569732593711604,0.07730566184807254,1
5519.931547619047,35.38392857142857,0.24044218285994898,0.12263927248831258,0.21992118185581006,0.015040391156462581,1
8475.220238095237,53.25595238095238,0.13002796614896614,0.08514713988642836,0.061700665517736335,0.007250035430839,1
349.04464285714283,10.473214285714286,0.23579422891094867,0.15772405597900122,0.4201733615809002,0.024876877834467112,1
216.47023809523807,10.130952380952381,0.19262258906134377,0.11117973716876693,0.7666814048815747,0.012360933956916094,1
2614.1369047619046,20.029761904761905,0.22712235891416796,0.14198643383186385,0.14726912165901807,0.02016014739229025,1
5842.9464285714275,32.05357142857142,0.2706016085798342,0.18892363917707414,0.008138062515972292,0.0356921414399093,1
5954.261904761905,35.172619047619044,0.1598535163731991,0.11238814040773334,-0.014424792098424968,0.012631094104308386,1
1079.6160714285716,10.377976190476192,0.28478589629611967,0.22364046616517316,0.03247131973484481,0.05001505810657596,1
211.7380952380952,6.803571428571428,0.33996092906747183,0.2615663397942837,0.2745413757271465,0.06841695011337867,1
1159.625,13.00595238095238,0.22600996884417224,0.1891930366108669,0.3536897963565127,0.035794005102040824,1
6050.101190476191,35.35119047619048,0.18715631424281928,0.11113989493951094,-0.005081194736477694,0.012352076247165531,1
7178.252976190476,41.95535714285714,0.14195599465688322,0.09007586875250924,-0.022236244962337615,0.00811366213151927,1
1601.2708333333333,13.5625,0.2079437442824784,0.13862467783138352,0.10829409208458866,0.01921680130385487,1
2730.2797619047615,19.666666666666664,0.2529462440767533,0.17188627307907944,0.13412952221588115,0.029544890873015872,1
51.16666666666667,4.517857142857142,0.3039300052657845,0.2003133175055219,0.2207407055664615,0.04012542517006803,1
7768.973214285714,42.92559523809523,0.18712623855167385,0.12460965128249002,-0.012506936154070085,0.015527565192743767,1
3084.0,19.166666666666664,0.28990352743556513,0.1967777380056067,0.013992851090391889,0.03872147817460318,1
4209.5625,24.020833333333332,0.27490931251048717,0.1589826241236527,0.04288971316778728,0.025275474773242632,1
88.07738095238096,5.220238095238095,0.34724727467330524,0.21980531803044967,0.6983217931939714,0.04831437783446712,1
1623.4583333333333,12.136904761904761,0.29668734357267246,0.15593079639797305,0.20836723767164314,0.024314413265306124,1
2235.4702380952376,14.482142857142854,0.30136839704371987,0.17922746555824204,0.04268895685913661,0.032122484410430835,1
4042.264880952381,24.401785714285715,0.2484924506999709,0.16464817245147292,-0.0073587719642261,0.027109020691609968,1
21.80654761904762,3.151785714285714,0.336143544905297,0.20936183200545477,0.20820257302515952,0.04383237670068026,1
320.2083333333333,9.583333333333332,0.2222447999610549,0.10616701774843433,0.7354975939879463,0.011271435657596371,1
658.1071428571429,6.541666666666667,0.33045170668619867,0.20572344831887446,0.029264099996832927,0.04232213718820861,1
740.8928571428571,7.845238095238095,0.356302141772068,0.23827188387692427,0.03031150659024024,0.05677349064625849,1
3635.2589285714284,20.985119047619044,0.3268979117507089,0.19636091908579387,0.03786004735619376,0.03855761054421769,1
5870.5327380952385,35.12797619047618,0.180139060847518,0.11189447141135393,0.02168651998899224,0.012520372732426304,1
533.3184523809524,19.77678571428571,0.03534238342800103,0.05024387802420872,0.8002436638653727,0.002524447278911564,1
8687.190476190477,45.98809523809524,0.21977664512871,0.1395639772344447,-0.053392179455555314,0.019478103741496597,1
83.80357142857142,3.607142857142857,0.39801826637262006,0.25973124082465987,-0.0043329968249317665,0.06746031746031746,1
7213.312499999999,38.669642857142854,0.2489885310392812,0.1551762995979608,-0.035642874440046615,0.024079683956916093,1
4306.9047619047615,26.226190476190474,0.22984817780710712,0.1606591616222116,-0.007951048427439673,0.025811366213151915,1
387.32142857142856,14.56547619047619,0.08854729716341234,0.05918804107545042,0.6140922470747086,0.003503224206349206,1
638.3303571428571,9.157738095238093,0.24331185843298972,0.1510691536096486,0.7570344322260538,0.0228218891723356,1
692.7232142857142,7.00297619047619,0.3814988499473945,0.2991848690765523,0.03514582030080574,0.08951158588435372,1
257.61607142857144,4.044642857142857,0.4150681511364303,0.3185636209805584,0.0072682270542583395,0.10148278061224487,1
38.166666666666664,2.571428571428571,0.4492776125718979,0.33493053777769266,0.01925587645648172,0.11217846513605441,1
4762.699404761905,27.57440476190476,0.2896506607486009,0.2170375553988635,-0.053375976749539325,0.047105300453514735,1
6.226190476190476,1.7976190476190472,0.4781305358206363,0.35614941194408556,0.01645234863643364,0.12684240362811794,1
11.407738095238093,2.3125,0.40898233716979526,0.3138575953136301,0.26476793218835337,0.09850659013605441,1
3788.291666666666,22.059523809523807,0.34116018199634685,0.23831834784723335,0.06610765405791941,0.05679563492063492,1
242.18452380952377,9.494047619047617,0.15028497980587763,0.09115114780424735,0.22778791138549798,0.008308531746031746,1
405.9702380952381,4.875,0.40833861157475443,0.31603023002952896,0.01577659379416612,0.09987510629251699,1
5346.940476190477,29.714285714285715,0.2939574945454144,0.21119421736633695,0.013092361020001473,0.044602997448979574,1
